fold,account_id,trade_date,true_pnl,pred_var,true_large_loss,pred_loss_proba
1,3950,2025-02-14,0.0,-34920.72072699482,0,0.1825620698308837
1,3950,2025-02-17,-60971.17350002,-24328.79234505652,1,0.10613142460665781
1,3950,2025-02-18,-6103.192549,-24590.51612108684,0,0.17687181135449784
1,3950,2025-02-19,-16932.692414,-23770.70488012748,0,0.15422396465964766
1,3950,2025-02-20,18636.5256733,-22680.809743135873,0,0.15422396465964766
1,3950,2025-02-21,-17085.789514,-27315.40846028655,0,0.15422396465964766
1,3951,2025-01-24,8825.9727,-5920.644727472647,0,0.11195906781770443
1,3951,2025-01-27,7179.046,-6661.954503286635,0,0.09946023268017722
1,3951,2025-01-28,204.0713999999998,-9156.026100124502,0,0.09946023268017722
1,3951,2025-01-29,6841.277300000001,-7675.522729063982,0,0.14215421773163656
1,3951,2025-01-30,-6337.5308,-10030.03136445479,0,0.1825620698308837
1,3951,2025-01-31,-4106.636216000001,-8364.743928651915,0,0.1825620698308837
1,3951,2025-02-03,-863.4291129999999,-8603.039041417944,0,0.1825620698308837
1,3951,2025-02-04,-3831.838635,-9581.176101680361,0,0.1825620698308837
1,3951,2025-02-05,8744.856054,-8365.200380489025,0,0.14664118819123476
1,3951,2025-02-06,-6469.298629,-8463.941813174806,1,0.14664118819123476
1,3951,2025-02-07,-6832.8786789999995,-7782.314352663985,1,0.1825620698308837
1,3951,2025-02-10,66.92044599999986,-8120.823234315964,0,0.14664118819123476
1,3951,2025-02-11,-242.79105400000003,-7905.711640838745,0,0.14664118819123476
1,3951,2025-02-12,4083.387465,-6458.830516156849,0,0.1825620698308837
1,3951,2025-02-13,-6401.221253,-7282.638555273033,1,0.1825620698308837
1,3951,2025-02-14,0.0,-7047.990704640274,0,0.14664118819123476
1,3951,2025-02-17,-2429.3340160000002,-5596.52416515946,0,0.08624987155191748
1,3951,2025-02-18,4952.184493,-4743.950699878763,0,0.14664118819123476
1,3951,2025-02-19,4238.788237,-6355.397209157179,0,0.14664118819123476
1,3951,2025-02-20,-4676.157304,-6532.933894012628,0,0.14664118819123476
1,3951,2025-02-21,54.87989999999991,-5093.502271539662,0,0.10613142460665781
1,3956,2025-01-24,-8910.8904,-4664.043258929732,1,0.09589498222122562
1,3956,2025-01-27,0.0,-6766.335172574897,0,0.14338802176489474
1,3956,2025-01-28,368.68459999999993,-5200.446072212563,0,0.08344576342581461
1,3956,2025-01-29,4976.3831,-6308.282012174733,0,0.08344576342581461
1,3956,2025-01-30,-2329.7214000000004,-5913.606940636713,0,0.08344576342581461
1,3956,2025-01-31,-3624.733366,-6836.618388908976,0,0.11195906781770443
1,3956,2025-02-03,-2463.8810999999996,-5226.250756799792,0,0.10276103396952044
1,3956,2025-02-04,2262.844572,-6238.177265884296,0,0.09946023268017722
1,3956,2025-02-05,-3968.1371010000003,-7012.49644586738,0,0.09946023268017722
1,3956,2025-02-06,-3515.330447,-6644.956908424232,0,0.09946023268017722
1,3956,2025-02-07,0.0,-5626.246125558097,0,0.08344576342581461
1,3956,2025-02-10,9907.17335,-3900.167928562763,0,0.08344576342581461
1,3956,2025-02-11,0.0,-6029.358902466401,0,0.11929294589864414
1,3956,2025-02-12,-763.6315,-6095.987281044461,0,0.11929294589864414
1,3956,2025-02-13,5612.995921,-4619.478360595505,0,0.09589498222122562
1,3956,2025-02-14,0.0,-6620.397238444181,0,0.1495985607461139
1,3956,2025-02-17,314.03095,-5403.689743555138,0,0.12814033473722194
1,3956,2025-02-18,-3453.8049,-5977.199279283997,0,0.1455877891946363
1,3956,2025-02-19,-8166.490538,-5529.62217743158,1,0.12814033473722194
1,3956,2025-02-20,0.0,-7053.1224196933645,0,0.151316260830812
1,3956,2025-02-21,0.0,-5045.423039827498,0,0.12018285051220431
1,4003,2025-01-24,1534.0442,-3083.205947946848,0,0.07141672886906608
1,4003,2025-01-27,-850.3179,-4411.568898314295,0,0.07129379921486763
1,4003,2025-01-28,-1004.9335000000002,-3745.995547981523,0,0.08624987155191748
1,4003,2025-01-29,346.3692,-4192.812519196957,0,0.07525407216260531
1,4003,2025-01-30,-3198.4224,-3707.9607572906525,0,0.06659682102559643
1,4003,2025-01-31,-1968.8415749999997,-3845.053661550543,0,0.07054467984632849
1,4003,2025-02-03,-473.268279,-2734.0747209945243,0,0.06681433402849792
1,4003,2025-02-04,2184.894523,-2734.7198151739644,0,0.06659682102559643
1,4003,2025-02-05,937.3243,-3745.746819444909,0,0.06659682102559643
1,4003,2025-02-06,-281.6557,-4334.806598775781,0,0.07031593782360607
1,4003,2025-02-07,-904.274977,-5163.052476738184,0,0.07031593782360607
1,4003,2025-02-10,-1270.172161,-5816.980535619418,0,0.07525407216260531
1,4003,2025-02-11,-1442.358602,-2838.3115966164887,0,0.05691445075772255
1,4003,2025-02-12,-456.8659,-3226.399507588468,0,0.053863091790044955
1,4003,2025-02-13,0.0,-2702.8772008514525,0,0.06659682102559643
1,4003,2025-02-14,0.0,-1876.7855239220044,0,0.07129379921486763
1,4003,2025-02-17,-1538.87959,-1012.5233063980434,0,0.058326798002467206
1,4003,2025-02-18,445.63194500000003,-1331.2850324646402,0,0.047094565960695785
1,4003,2025-02-19,3453.0643499999996,-1908.4166911810437,0,0.051487639114343495
1,4003,2025-02-20,-1379.66044,-3020.375380759663,0,0.06920629065986403
1,4003,2025-02-21,-1348.402905,-3901.123293181361,0,0.07549757371083396
1,4004,2025-01-24,117029.7407,-9904.965467650372,0,0.14664118819123476
1,4004,2025-01-27,-31445.481200000002,-19883.899342700977,0,0.14664118819123476
1,4004,2025-01-28,10980.798200000001,-59442.95571874737,0,0.14664118819123476
1,4004,2025-01-29,7761.068399969995,-59648.83652063262,0,0.14664118819123476
1,4004,2025-01-30,62296.09130002,-57102.97439092915,0,0.14664118819123476
1,4004,2025-01-31,-6550.300227,-49319.762200506564,0,0.14664118819123476
1,4004,2025-02-03,40195.222381,-53455.678487493344,0,0.14664118819123476
1,4004,2025-02-04,31246.745990999996,-53042.713935239204,0,0.14664118819123476
1,4004,2025-02-05,-61146.048938,-48193.30588418251,1,0.14664118819123476
1,4004,2025-02-06,-84501.930445,-46570.359671519436,1,0.14664118819123476
1,4004,2025-02-07,8455.370624000001,-35512.13526024775,0,0.14664118819123476
1,4004,2025-02-10,9563.703166,-32673.821432327375,0,0.14664118819123476
1,4004,2025-02-11,-61566.788283,-33711.662215028715,1,0.14664118819123476
1,4004,2025-02-12,-17387.24387,-42336.52159553272,0,0.14664118819123476
1,4004,2025-02-13,36511.384525,-29960.999042285435,0,0.14664118819123476
1,4004,2025-02-14,0.0,-39267.14432226276,0,0.14664118819123476
1,4004,2025-02-17,4725.776267000001,-37034.447328949085,0,0.10613142460665781
1,4004,2025-02-18,29988.633359,-43156.70708347303,0,0.14664118819123476
1,4004,2025-02-19,14297.182868,-35250.06413792023,0,0.14664118819123476
1,4004,2025-02-20,15653.238106,-45050.03080026962,0,0.14664118819123476
1,4004,2025-02-21,0.0,-41033.150665822846,0,0.14664118819123476
1,4396,2025-01-24,4075.2578999999996,-7670.280515998816,0,0.151316260830812
1,4396,2025-01-27,0.0,-8041.103777031886,0,0.151316260830812
1,4396,2025-01-28,4783.424599999999,-6250.15197191051,0,0.10613142460665781
1,4396,2025-01-29,-387.9950999999995,-6866.082409734708,0,0.151316260830812
1,4396,2025-01-30,4454.797100000001,-7358.603253149605,0,0.151316260830812
1,4396,2025-01-31,-793.2139159999997,-8360.420095925592,0,0.14215421773163656
1,4396,2025-02-03,8883.98916,-5246.286153807343,0,0.14664118819123476
1,4396,2025-02-04,-1228.860568,-8372.609319173825,0,0.1825620698308837
1,4396,2025-02-05,-11219.291737,-6892.817534431143,1,0.1825620698308837
1,4396,2025-02-06,2555.0860860000003,-7126.534519533426,0,0.1825620698308837
1,4396,2025-02-07,0.0,-8723.46175637491,0,0.14664118819123476
1,4396,2025-02-10,30132.347153,-5887.887051007379,0,0.10613142460665781
1,4396,2025-02-11,209.54965200000015,-7978.203303694647,0,0.11327832970829961
1,4396,2025-02-12,-7226.774622,-6170.802017005632,1,0.15603981978684162
1,4396,2025-02-13,0.0,-8065.819452412067,0,0.19374027855387488
1,4396,2025-02-14,0.0,-7079.870766000393,0,0.10613142460665781
1,4396,2025-02-17,-2674.587982,-7079.870766000393,0,0.11327832970829961
1,4396,2025-02-18,-1294.9761569999998,-7088.012920502529,0,0.15187671355213098
1,4396,2025-02-19,10648.010972,-6105.955841880292,0,0.14664118819123476
1,4396,2025-02-20,-14941.916664,-8478.75604509661,1,0.1825620698308837
1,4396,2025-02-21,1914.8389999999997,-6586.300613754025,0,0.14664118819123476
1,5093,2025-01-24,500.0274,-249.93113232029282,0,0.07139565131572144
1,5093,2025-01-27,65.5449,-417.32699822461075,0,0.15291244261658155
1,5093,2025-01-28,-101.9547,-268.4985770878818,0,0.15291244261658155
1,5093,2025-01-29,71.12390000000002,-256.9333149000785,0,0.15291244261658155
1,5093,2025-01-30,68.9779,-275.9687512341493,0,0.07139565131572144
1,5093,2025-01-31,-25.885409999999993,-623.686573261827,0,0.15291244261658155
1,5093,2025-02-03,417.1451,-274.23256347099306,0,0.15291244261658155
1,5093,2025-02-04,70.14289999999997,-284.7516896651599,0,0.15291244261658155
1,5093,2025-02-05,-274.24529998,-772.195341202708,1,0.16905855203511397
1,5093,2025-02-06,-134.0447,-650.4250775859948,0,0.16905855203511397
1,5093,2025-02-07,303.91150000000005,-403.6078362306284,0,0.15291244261658155
1,5093,2025-02-10,-23.5504,-456.86529933242355,0,0.15291244261658155
1,5093,2025-02-11,-183.1827,-298.34058858191094,1,0.06607390073481029
1,5093,2025-02-12,-181.7292,-306.99831762341057,1,0.06607390073481029
1,5093,2025-02-13,0.0,-526.1777443444442,0,0.07139565131572144
1,5093,2025-02-14,0.0,-306.99831762341057,0,0.06607390073481029
1,5093,2025-02-17,-170.5881,-306.99831762341057,1,0.06607390073481029
1,5093,2025-02-18,0.0,-735.3121345192546,0,0.15291244261658155
1,5093,2025-02-19,745.6945,-306.99831762341057,0,0.06607390073481029
1,5093,2025-02-20,468.3333,-851.7002535275451,0,0.15291244261658155
1,5093,2025-02-21,-85.55879999999999,-917.8371872430947,0,0.16905855203511397
1,5580,2025-01-24,777.8874000000003,-3245.473370970077,0,0.11716435086465754
1,5580,2025-01-27,1907.7411000000002,-4898.63400183053,0,0.14862343688759402
1,5580,2025-01-28,2641.8298,-4322.954490853588,0,0.15271342430493745
1,5580,2025-01-29,-2314.1221,-4444.0954695946975,0,0.15271342430493745
1,5580,2025-01-30,1057.5043,-4425.698015716697,0,0.0923052407042222
1,5580,2025-01-31,1978.8206150000003,-4467.843490314177,0,0.14244659894054615
1,5580,2025-02-03,1201.944716,-4692.958704014929,0,0.14862343688759402
1,5580,2025-02-04,2586.343799,-4252.953483973604,0,0.17485263798696332
1,5580,2025-02-05,-1846.119667,-5535.343544012395,0,0.11304123410691573
1,5580,2025-02-06,2913.820162,-4787.816530862909,0,0.12573167599066382
1,5580,2025-02-07,-1096.138152,-4682.790082282775,0,0.15901067522929013
1,5580,2025-02-10,-7290.58208,-5743.37889430938,1,0.11195906781770443
1,5580,2025-02-11,-4820.824587,-4821.227365190891,0,0.05771751233885727
1,5580,2025-02-12,-20.268921999999975,-5349.669334346798,0,0.15901067522929013
1,5580,2025-02-13,8142.422617,-5348.322078548018,0,0.15901067522929013
1,5580,2025-02-14,0.0,-6406.917649473639,0,0.15187671355213098
1,5580,2025-02-17,2007.719496,-5522.409252887402,0,0.10613142460665781
1,5580,2025-02-18,-8167.96918,-7094.315712682653,1,0.15187671355213098
1,5580,2025-02-19,-8378.313929,-5415.137181599528,1,0.151316260830812
1,5580,2025-02-20,-3086.030759,-8119.129869173391,0,0.10613142460665781
1,5580,2025-02-21,5009.941911,-5847.614969302994,0,0.10613142460665781
2,3942,2025-02-24,1271.6282,-1673.5051679793692,0,0.04100421226096928
2,3942,2025-02-25,0.0,-2737.8849578200575,0,0.04100421226096928
2,3942,2025-02-26,0.0,-1878.0159094845665,0,0.05668671788213182
2,3942,2025-02-27,0.0,-1840.4771883591113,0,0.06363533224762907
2,3942,2025-02-28,0.0,-1802.2046051161792,0,0.06363533224762907
2,3942,2025-03-03,0.0,-1774.3506330560085,0,0.06363533224762907
2,3942,2025-03-04,0.0,-1774.3506330560085,0,0.06363533224762907
2,3942,2025-03-05,-1800.942918,-1903.0848749482375,0,0.06363533224762907
2,3942,2025-03-06,1490.346449,-1850.7923126632697,0,0.06363533224762907
2,3942,2025-03-07,-3761.383177,-3002.335957832561,1,0.07765122694495873
2,3942,2025-03-10,-162.93750599999998,-2910.3279100286763,0,0.052996637772048855
2,3942,2025-03-11,1014.43265,-2805.8350601432608,0,0.04612447278813405
2,3942,2025-03-12,1922.46314,-2095.0408614132552,0,0.04612447278813405
2,3942,2025-03-13,-1816.637887,-3155.842037123771,0,0.052996637772048855
2,3942,2025-03-14,-1.5918500000000222,-4340.243120787835,0,0.1351314823043593
2,3942,2025-03-17,-3317.183565,-4337.772459417525,1,0.11399507463046729
2,3942,2025-03-18,-539.896866,-3509.234046835015,0,0.11399507463046729
2,3942,2025-03-19,-3269.6393749999997,-4292.455728709261,1,0.07132297813205744
2,3942,2025-03-20,504.805163,-2620.546898547499,0,0.09669601422199126
2,3942,2025-03-21,0.0,-3882.8247978430422,0,0.12007663809900022
2,3942,2025-03-24,0.0,-3074.6942454169985,0,0.09669601422199126
2,3943,2025-02-24,-2450.4311900000002,-6656.145992774338,0,0.06780656575279286
2,3943,2025-02-25,-11376.81825,-7381.996035098152,0,0.06780656575279286
2,3943,2025-02-26,-881.56,-6839.883230779358,0,0.06780656575279286
2,3943,2025-02-27,-102.4176,-6362.809753117573,0,0.06780656575279286
2,3943,2025-02-28,-1505.864679,-6282.317600918674,0,0.09120202536014223
2,3943,2025-03-03,351.283216,-6299.996319590809,0,0.13264334754903562
2,3943,2025-03-04,-946.6081,-5784.289218237906,0,0.09978444571076794
2,3943,2025-03-05,823.2299280000001,-6220.051631698855,0,0.09978444571076794
2,3943,2025-03-06,-43.3828,-5710.813816045157,0,0.06780656575279286
2,3943,2025-03-07,342.27520000000004,-5798.350920290077,0,0.06780656575279286
2,3943,2025-03-10,-1650.6209000000001,-3635.242268302341,0,0.04099235170627182
2,3943,2025-03-11,0.0,-3787.798968921317,0,0.040968124603409574
2,3943,2025-03-12,790.04861,-3278.5078099118728,0,0.04099235170627182
2,3943,2025-03-13,0.0,-3703.274324252376,0,0.04099235170627182
2,3943,2025-03-14,0.0,-3410.615108819943,0,0.04099235170627182
2,3943,2025-03-17,26.578799,-3170.8181886372004,0,0.04099235170627182
2,3943,2025-03-18,-231.2961,-3876.1837564311236,0,0.04099235170627182
2,3943,2025-03-19,-123.1945,-3197.211732406507,0,0.04099235170627182
2,3943,2025-03-20,634.0334,-3165.873273485451,0,0.04099235170627182
2,3943,2025-03-21,-42.34581,-6144.318540567812,0,0.04099235170627182
2,3943,2025-03-24,2500.78236,-3671.5233899097775,0,0.0611541166381489
2,3946,2025-02-24,3195.330763,-5107.793838583836,0,0.09131867478922609
2,3946,2025-02-25,1340.536024,-6078.430393501341,0,0.14263629269352412
2,3946,2025-02-26,4255.270822,-5779.146729825927,0,0.14263629269352412
2,3946,2025-02-27,-3996.700319,-5988.126214630677,1,0.09669601422199126
2,3946,2025-02-28,4286.183590000001,-6007.111340062106,0,0.09669601422199126
2,3946,2025-03-03,2665.2911740000004,-5619.367910538121,0,0.14263629269352412
2,3946,2025-03-04,-796.6967010000001,-6754.645610661416,0,0.14263629269352412
2,3946,2025-03-05,-4506.131007,-6917.575539783801,1,0.14263629269352412
2,3946,2025-03-06,-1369.839437,-6746.945516827296,0,0.14483182707226727
2,3946,2025-03-07,-2185.47578,-5540.213910464485,0,0.12007663809900022
2,3946,2025-03-10,-3561.073054,-5154.511106878213,0,0.12007663809900022
2,3946,2025-03-11,-324.1491,-5642.026930002509,0,0.12007663809900022
2,3946,2025-03-12,-3857.248714,-4682.273965019122,0,0.09131867478922609
2,3946,2025-03-13,-419.0017,-5283.0002616319,0,0.12007663809900022
2,3946,2025-03-14,40.70879,-2861.4695287839004,0,0.09669601422199126
2,3946,2025-03-17,-2769.944565,-3835.9533023828703,0,0.09669601422199126
2,3946,2025-03-18,-933.937312,-3742.363601859279,0,0.09669601422199126
2,3946,2025-03-19,-248.20639998,-2855.277394405329,0,0.09669601422199126
2,3946,2025-03-20,1557.4730999999997,-2894.623445717522,0,0.09669601422199126
2,3946,2025-03-21,-251.8706,-4968.5615613057535,0,0.06956116909750877
2,3946,2025-03-24,-1285.223,-3337.658623644936,0,0.09669601422199126
2,3950,2025-02-24,16157.850205,-25872.82921248595,0,0.0611541166381489
2,3950,2025-02-25,-19588.700908,-25068.208938062806,0,0.09828439963695618
2,3950,2025-02-26,14190.049642000002,-23872.412756145826,0,0.14263629269352412
2,3950,2025-02-27,3884.823275,-24659.153558052407,0,0.14263629269352412
2,3950,2025-02-28,-3928.0511969999993,-24099.398522256422,0,0.14263629269352412
2,3950,2025-03-03,-6819.4959340000005,-24863.129571790563,0,0.14263629269352412
2,3950,2025-03-04,19834.024294000003,-24556.530651518355,0,0.14263629269352412
2,3950,2025-03-05,10408.463881000001,-27056.540831797633,0,0.14263629269352412
2,3950,2025-03-06,-31556.978892,-26766.036727934996,1,0.14263629269352412
2,3950,2025-03-07,802.3017330000002,-27642.270998897806,0,0.14263629269352412
2,3950,2025-03-10,-1459.1450989999994,-23223.7043766112,0,0.14263629269352412
2,3950,2025-03-11,-720.5535980000004,-23823.346825191875,0,0.14263629269352412
2,3950,2025-03-12,-3031.9790269999985,-23397.586388475902,0,0.14263629269352412
2,3950,2025-03-13,11487.318899000002,-23691.644043168857,0,0.14263629269352412
2,3950,2025-03-14,-9361.700673,-32382.669128178568,0,0.14263629269352412
2,3950,2025-03-17,-19387.760781,-21680.841706569216,0,0.14263629269352412
2,3950,2025-03-18,332.3344440000001,-23552.30119620539,0,0.14263629269352412
2,3950,2025-03-19,-18657.429456,-16387.944394880888,0,0.14263629269352412
2,3950,2025-03-20,12884.609079,-15440.861544911646,0,0.14263629269352412
2,3950,2025-03-21,826.3575059999998,-18865.821573611873,0,0.14263629269352412
2,3950,2025-03-24,6411.460981,-15368.647000842653,0,0.14263629269352412
2,3951,2025-02-24,-4436.7082009999995,-5891.80490665134,0,0.12007663809900022
2,3951,2025-02-25,-4847.695249,-5613.886524783247,0,0.12007663809900022
2,3951,2025-02-26,15.532594999999727,-5432.501840723367,0,0.12007663809900022
2,3951,2025-02-27,8955.87751,-5300.029547542534,0,0.12007663809900022
2,3951,2025-02-28,5050.561563,-6576.037740547157,0,0.12007663809900022
2,3951,2025-03-03,4370.687819000001,-8285.072760768684,0,0.12007663809900022
2,3951,2025-03-04,-9069.070868,-8269.839047146972,1,0.12007663809900022
2,3951,2025-03-05,-5401.298525,-7518.073834537027,0,0.12007663809900022
2,3951,2025-03-06,10844.44636,-6088.322932701395,0,0.12007663809900022
2,3951,2025-03-07,8115.086923000001,-8863.345662147396,0,0.12007663809900022
2,3951,2025-03-10,5295.076623000001,-8844.5136573239,0,0.12007663809900022
2,3951,2025-03-11,-4830.89344,-9811.943968281974,0,0.12007663809900022
2,3951,2025-03-12,-5460.0571,-9180.96545863671,0,0.14483182707226727
2,3951,2025-03-13,1310.587536,-7329.843805881848,0,0.09131867478922609
2,3951,2025-03-14,575.110314,-7578.9986269732035,0,0.12007663809900022
2,3951,2025-03-17,484.35614600000036,-8105.815689027043,0,0.12007663809900022
2,3951,2025-03-18,6266.07528,-6162.444698291064,0,0.12007663809900022
2,3951,2025-03-19,-3831.8628499999995,-5877.180022462969,0,0.12007663809900022
2,3951,2025-03-20,-369.71878000000004,-7424.661307052232,0,0.12007663809900022
2,3951,2025-03-21,-4052.607916,-6855.708245485917,0,0.12007663809900022
2,3951,2025-03-24,-2113.24232,-7214.640381196,0,0.12007663809900022
2,3956,2025-02-24,-3130.318351,-5816.717319999008,0,0.09978444571076794
2,3956,2025-02-25,-920.2930000000001,-5721.608380361261,0,0.08701272966651344
2,3956,2025-02-26,18388.2361,-5470.658239507203,0,0.09978444571076794
2,3956,2025-02-27,0.0,-7195.616585966983,0,0.07185186297974126
2,3956,2025-02-28,0.0,-12130.86914106486,0,0.07185186297974126
2,3956,2025-03-03,0.0,-10486.30431961142,0,0.07185186297974126
2,3956,2025-03-04,-591.071,-8483.48710904362,0,0.07185186297974126
2,3956,2025-03-05,0.0,-6379.7533185473385,0,0.07185186297974126
2,3956,2025-03-06,0.0,-6234.888415646263,0,0.07185186297974126
2,3956,2025-03-07,0.0,-6123.693286773237,0,0.07185186297974126
2,3956,2025-03-10,3949.228086,-6306.4339668468165,0,0.07185186297974126
2,3956,2025-03-11,0.0,-4385.339922064472,0,0.06956116909750877
2,3956,2025-03-12,0.0,-5680.810739516342,0,0.06956116909750877
2,3956,2025-03-13,0.0,-5663.763958282852,0,0.06956116909750877
2,3956,2025-03-14,1027.41323,-5663.763958282852,0,0.06956116909750877
2,3956,2025-03-17,0.0,-4554.476046715791,0,0.06956116909750877
2,3956,2025-03-18,0.0,-4411.5122763564705,0,0.06956116909750877
2,3956,2025-03-19,-2333.163134,-4405.396894065494,0,0.06956116909750877
2,3956,2025-03-20,0.0,-4706.388451123386,0,0.06956116909750877
2,3956,2025-03-21,0.0,-3138.7343999083614,0,0.06956116909750877
2,3956,2025-03-24,-2451.315,-2691.133170133883,0,0.06956116909750877
2,4003,2025-02-24,0.0,-2849.332130572515,0,0.09669601422199126
2,4003,2025-02-25,0.0,-2285.3837810811065,0,0.09669601422199126
2,4003,2025-02-26,1634.396145,-2311.21974395317,0,0.08260447763801308
